what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1369639226776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1369639231678
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369639235558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369639236442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369639239485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369639241059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369639254574
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369639255264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369639494387
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369639497101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369639500089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369639500641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369639536520
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1369639537386
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1369639540729
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1369639543536
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369639545083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369639546618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369639558228
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1369639563299
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369639565173
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369639565481
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1369639566922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1369639571541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369639573554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369639579369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369639579781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640114501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640115271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640410454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640412913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640421535
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640422469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640900089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640901322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640905193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640905785
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640907603
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1369640908524
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1369640910481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640911434
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640912830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640913658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640914394
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1369640914634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640915835
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640924080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640924441
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640929520
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369640930096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641045178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641047393
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641049706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641051377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641224426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641227249
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641233089
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1369641234915
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1369641236798
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641238226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641240183
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1369641240583
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641242323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641248596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641249886
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641331194
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1369641332819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1369641335594
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641337018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641338210
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1369641338462
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641340051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641346004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641346864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641375421
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1369641376400
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1369641379575
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1369641380022
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641381476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641387197
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1369641393291
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369641396476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369641398883
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369641402525
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369641407905
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369641410297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641411823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641420002
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1369641427888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369641430455
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369641430927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369641451324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641452848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641457359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641459114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641507106
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641510500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641512245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641514023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641515992
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1369641516784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1369641518494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641520287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641521439
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1369641521683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641523140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641539292
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1369641549089
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369641552224
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641562156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641563269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641563716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641574205
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369641587628
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369641589022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369641592309
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641593972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641597678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641600825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641616229
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369641623419
