what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659023359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659025681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1369659043898
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.indent",1369659044273
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369659045044
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659052745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659056918
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369659063444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659064791
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659067584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1369659067998
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1369659068425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369659071700
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369659074266
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369659075056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659076620
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659082256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369659085905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659087139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659089885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659092360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659094513
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369659101098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369659104787
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369659107624
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369659112297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1369659116245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369659117556
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369659118302
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659119904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659131758
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369659138763
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369659143468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369659145891
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369659151128
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369659157546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369659162956
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1369659164805
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369659167712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659169476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659171538
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369659177037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659178734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659184931
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369659188426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659189648
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659193833
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1369659195136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659196815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659201938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659211394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659212413
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659212867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659224774
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1369659227638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369659230292
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369659232953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369659237198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659238753
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659242407
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1369659250076
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1369659251380
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369659252227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369659255304
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369659255462
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1369659255607
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369659256763
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659258295
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659294700
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369659299349
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659300491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659304250
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1369659305784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369659308417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659309753
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659311973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659314920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659314983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369659314987
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369659336071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659337232
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659349452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659349970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659407362
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369659414921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369659421281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1369659428016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1369659431251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1369659432880
